"FID"	"OBJECTID"	"AmbulanceR"	"BikeAge_Gr"	"Bike_Age"	"Bike_Alc_D"	"Bike_Dir"	"Bike_Injur"	"Bike_Pos"	"Bike_Race"	"Bike_Sex"	"City"	"County"	"CrashAlcoh"	"CrashDay"	"Crash_Date"	"Crash_Grp"	"Crash_Hour"	"Crash_Loc"	"Crash_Mont"	"Crash_Time"	"Crash_Type"	"Crash_Ty_1"	"Crash_Year"	"Crsh_Sevri"	"Developmen"	"DrvrAge_Gr"	"Drvr_Age"	"Drvr_Alc_D"	"Drvr_EstSp"	"Drvr_Injur"	"Drvr_Race"	"Drvr_Sex"	"Drvr_VehTy"	"ExcsSpdInd"	"Hit_Run"	"Latitude"	"Light_Cond"	"Locality"	"Longitude"	"Num_Lanes"	"Num_Units"	"Rd_Charact"	"Rd_Class"	"Rd_Conditi"	"Rd_Config"	"Rd_Defects"	"Rd_Feature"	"Rd_Surface"	"Region"	"Rural_Urba"	"Speed_Limi"	"Traff_Cntr"	"Weather"	"Workzone_I"	"Location"
"1836"	835	836	"No"	"25-29"	"27"	"No"	"With Traffic"	"O: No Injury"	"Travel Lane"	"White"	"Male"	"None - Rural Crash"	"Davidson"	"No"	"Saturday"	"10/25/2008 12:00:00 AM"	"Motorist Right Turn / Merge"	14	"Non-Intersection"	"October"	"14:28"	"Motorist Right Turn - Same Direction"	311213	2008	"O: No Injury"	"Residential"	"20-24"	"20"	"No"	"0-5 mph"	"O: No Injury"	"White"	"Male"	"Passenger Car"	"No"	"No"	0	"Dark - Roadway Not Lighted"	"Rural (<30% Developed)"	NA	"2 lanes"	2	"Curve - Grade"	"State Secondary Route"	"Dry"	"Two-Way, Not Divided"	"None"	"Driveway, Private"	"Smooth Asphalt"	"Piedmont"	"Rural"	"20 - 25  MPH"	"No Control Present"	"Clear"	"No"	NA
"1837"	836	837	"Yes"	"40-49"	"43"	"No"	"With Traffic"	"C: Possible Injury"	"Travel Lane"	"Black"	"Male"	"Winston-Salem"	"Forsyth"	"No"	"Friday"	"09/05/2008 12:00:00 AM"	"Parallel Paths - Other Circumstances"	6	"Intersection-Related"	"September"	"6:21"	"Parallel Paths - Other /"	211280	2008	"C: Possible Injury"	"Commercial"	NA	NA	"No"	"11-15 mph"	"Injury"	NA	NA	"Passenger Car"	"No"	"Yes"	0	"Daylight"	"Urban (>70% Developed)"	NA	"6 lanes"	2	"Straight - Level"	"Local Street"	"Dry"	"Two-Way, Divided, Positive Median Barrier"	"None"	"No Special Feature"	"Smooth Asphalt"	"Piedmont"	"Urban"	"40 - 45  MPH"	"Stop And Go Signal"	"Clear"	"No"	NA
"1838"	837	838	"Yes"	"40-49"	"41"	"Yes"	"With Traffic"	"C: Possible Injury"	"Travel Lane"	"Black"	"Male"	"None - Rural Crash"	"Nash"	"Yes"	"Thursday"	"10/23/2008 12:00:00 AM"	"Motorist Failed to Yield - Midblock"	20	"Non-Intersection"	"October"	"20:30"	"Motorist Drive Out - Residential Driveway"	311321	2008	"C: Possible Injury"	"Residential"	"0-19"	"19"	"No"	"0-5 mph"	"O: No Injury"	"White"	"Female"	"Passenger Car"	"No"	"No"	0	"Dark - Roadway Not Lighted"	"Rural (<30% Developed)"	NA	"2 lanes"	2	"Straight - Level"	"State Secondary Route"	"Dry"	"Two-Way, Not Divided"	"None"	"Driveway, Private"	"Coarse Asphalt"	"Coastal"	"Rural"	"40 - 45  MPH"	NA	"Clear"	"No"	NA
"1839"	838	839	"Yes"	"15-Nov"	"15"	"No"	"With Traffic"	"B: Evident Injury"	"Bike Lane / Paved Shoulder"	"White"	"Male"	"Alliance"	"Pamlico"	"No"	"Saturday"	"10/25/2008 12:00:00 AM"	"Parallel Paths - Other Circumstances"	20	"Non-Intersection"	"October"	"20:50"	"Bicyclist Ride Out - Parallel Path"	321225	2008	"B: Evident Injury"	"Commercial"	"25-29"	"27"	"No"	"41-45 mph"	"O: No Injury"	"Black"	"Male"	"Passenger Car"	"No"	"No"	0	"Daylight"	"Mixed (30% To 70% Developed)"	NA	"2 lanes"	2	"Straight - Level"	"NC Route"	"Dry"	"Two-Way, Not Divided"	"None"	"No Special Feature"	"Smooth Asphalt"	"Coastal"	"Rural"	"40 - 45  MPH"	NA	"Cloudy"	"Yes"	NA
"1840"	839	840	"No"	"30-39"	"36"	"No"	"With Traffic"	"B: Evident Injury"	"Travel Lane"	"White"	"Male"	"Trinity"	"Randolph"	"No"	"Tuesday"	"10/07/2008 12:00:00 AM"	"Loss of Control / Turning Error"	13	"Non-Intersection"	"October"	"13:11"	"Bicyclist Lost Control - Other /"	311129	2008	"B: Evident Injury"	"Commercial"	"40-49"	"40"	"No"	"41-45 mph"	"O: No Injury"	"White"	"Male"	"Pickup"	"No"	"No"	0	"Daylight"	"Mixed (30% To 70% Developed)"	NA	"2 lanes"	2	"Straight - Level"	"NC Route"	"Dry"	"Two-Way, Not Divided"	"None"	"Four-Way Intersection"	"Smooth Asphalt"	"Piedmont"	"Urban"	"40 - 45  MPH"	"Stop And Go Signal"	"Clear"	"No"	NA
"1841"	840	841	"No"	"10-Jun"	"9"	"No"	"Not Applicable"	"Injury"	"Travel Lane"	"Hispanic"	"Male"	"Charlotte"	"Mecklenburg"	"No"	"Tuesday"	"11/11/2008 12:00:00 AM"	"Bicyclist Failed to Yield - Midblock"	17	"Non-Intersection"	"November"	"17:33"	"Bicyclist Ride Out - Midblock -"	313319	2008	"O: No Injury"	"Commercial"	"40-49"	"44"	"No"	"26-30 mph"	"O: No Injury"	"White"	"Female"	"Passenger Car"	"No"	"No"	0	"Dark - Lighted Roadway"	"Urban (>70% Developed)"	NA	"5 lanes"	2	NA	"Local Street"	"Dry"	"Two-Way, Divided, Unprotected Median"	"None"	"No Special Feature"	"Smooth Asphalt"	"Piedmont"	"Urban"	"40 - 45  MPH"	"Stop And Go Signal"	"Clear"	"No"	NA
"1842"	841	842	"No"	"40-49"	"49"	"No"	"With Traffic"	"B: Evident Injury"	"Travel Lane"	"White"	"Male"	"Marvin"	"Union"	"No"	"Saturday"	"10/25/2008 12:00:00 AM"	"Motorist Overtaking Bicyclist"	17	"Non-Intersection"	"October"	"17:05"	"Motorist Overtaking - Other /"	311239	2008	"B: Evident Injury"	"Institutional"	"30-39"	"37"	"No"	"56-60 mph"	"O: No Injury"	"White"	"Male"	"Passenger Car"	"No"	"No"	0	"Daylight"	"Mixed (30% To 70% Developed)"	NA	"2 lanes"	2	"Straight - Grade"	"State Secondary Route"	"Dry"	"Two-Way, Not Divided"	"None"	"No Special Feature"	"Smooth Asphalt"	"Piedmont"	"Rural"	"40 - 45  MPH"	"Double Yellow Line, No Passing Zone"	"Clear"	"No"	NA
"1843"	842	843	"Yes"	"60-69"	"68"	"No"	"With Traffic"	"C: Possible Injury"	"Travel Lane"	"White"	"Male"	"None - Rural Crash"	"Carteret"	"No"	"Thursday"	"11/06/2008 12:00:00 AM"	"Motorist Overtaking Bicyclist"	18	"Intersection"	"November"	"18:55"	"Motorist Overtaking - Misjudged Space"	111232	2008	"C: Possible Injury"	"Residential"	NA	NA	NA	"26-30 mph"	"Injury"	NA	NA	"Van"	"No"	"Yes"	0	"Daylight"	"Mixed (30% To 70% Developed)"	NA	"2 lanes"	2	"Straight - Level"	"State Secondary Route"	"Dry"	"Two-Way, Not Divided"	"None"	"T-Intersection"	"Coarse Asphalt"	"Coastal"	"Rural"	"40 - 45  MPH"	"Stop Sign"	"Clear"	"No"	NA
"1844"	843	844	"No"	"60-69"	"65"	"No"	"With Traffic"	"A: Disabling Injury"	"Travel Lane"	"White"	"Male"	"Atlantic Beach"	"Carteret"	"No"	"Tuesday"	"10/21/2008 12:00:00 AM"	"Motorist Overtaking Bicyclist"	13	"Non-Intersection"	"October"	"13:43"	"Motorist Overtaking - Bicyclist Swerved"	311235	2008	"A: Disabling Injury"	"Residential"	"60-69"	"60"	"No"	"41-45 mph"	"O: No Injury"	"White"	"Female"	"Passenger Car"	"No"	"No"	0	"Daylight"	"Urban (>70% Developed)"	NA	NA	2	NA	"Local Street"	"Dry"	NA	"None"	"No Special Feature"	NA	"Coastal"	"Rural"	"40 - 45  MPH"	NA	"Clear"	"No"	NA
"1845"	844	845	"Yes"	"16-19"	"19"	"No"	"Facing Traffic"	"B: Evident Injury"	"Travel Lane"	"White"	"Male"	"Carrboro"	"Orange"	"No"	"Monday"	"10/20/2008 12:00:00 AM"	"Bicyclist Right Turn / Merge"	15	"Intersection"	"October"	"15:46"	"Bicyclist Right Turn - Same Direction"	112223	2008	"B: Evident Injury"	"Residential"	"60-69"	"64"	"No"	"21-25 mph"	"O: No Injury"	"White"	"Female"	"Passenger Car"	"No"	"No"	0	"Daylight"	"Urban (>70% Developed)"	NA	"3 lanes"	2	"Straight - Grade"	"Local Street"	"Dry"	"Two-Way, Not Divided"	"None"	"Four-Way Intersection"	"Smooth Asphalt"	"Piedmont"	"Urban"	"30 - 35  MPH"	"Stop And Go Signal"	"Clear"	"No"	NA
"1846"	845	846	"Yes"	"40-49"	"44"	"No"	"With Traffic"	"B: Evident Injury"	"Travel Lane"	"White"	"Male"	"Wilmington"	"New Hanover"	"No"	"Tuesday"	"10/21/2008 12:00:00 AM"	"Motorist Right Turn / Merge"	15	"Intersection-Related"	"October"	"15:00"	"Motorist Right Turn - Same Direction"	211213	2008	"B: Evident Injury"	"Commercial"	NA	NA	NA	NA	"Injury"	NA	NA	NA	"No"	"Yes"	0	"Daylight"	"Urban (>70% Developed)"	NA	"5 lanes"	2	"Straight - Level"	"Local Street"	"Dry"	"Two-Way, Divided, Positive Median Barrier"	"None"	"No Special Feature"	"Smooth Asphalt"	"Coastal"	"Urban"	NA	"Stop And Go Signal"	"Clear"	"No"	NA
"1847"	846	847	"Yes"	"70+"	"70+"	"No"	"Not Applicable"	"B: Evident Injury"	"Non-Roadway"	"White"	"Male"	"Wilmington"	"New Hanover"	"No"	"Tuesday"	"10/21/2008 12:00:00 AM"	"Non-Roadway"	6	"Non-Roadway"	"October"	"6:51"	"Non-Roadway"	460910	2008	"B: Evident Injury"	"Commercial"	"40-49"	"44"	"No"	"6-10 mph"	"O: No Injury"	"Black"	"Male"	"Passenger Car"	"No"	"No"	0	"Dark - Lighted Roadway"	"Urban (>70% Developed)"	NA	"2 lanes"	2	"Curve - Level"	"Private Road, Driveway"	"Dry"	"Two-Way, Not Divided"	"None"	"T-Intersection"	"Coarse Asphalt"	"Coastal"	"Urban"	NA	"No Control Present"	"Clear"	"No"	NA
"1848"	847	848	"Yes"	"20-24"	"20"	"No"	"With Traffic"	"B: Evident Injury"	"Travel Lane"	"Black"	"Male"	"High Point"	"Guilford"	"No"	"Wednesday"	"10/22/2008 12:00:00 AM"	"Bicyclist Failed to Yield - Sign-Controlled Intersection"	17	"Intersection"	"October"	"17:19"	"Bicyclist Ride Through - Sign-Controlled Intersection"	111144	2008	"B: Evident Injury"	"Residential"	"30-39"	"39"	"No"	"16-20 mph"	"O: No Injury"	"White"	"Female"	"Van"	"No"	"No"	0	"Daylight"	"Urban (>70% Developed)"	NA	"2 lanes"	2	"Straight - Grade"	"Local Street"	"Dry"	"Two-Way, Not Divided"	"None"	"T-Intersection"	"Smooth Asphalt"	"Piedmont"	"Urban"	"30 - 35  MPH"	"Stop Sign"	"Clear"	"No"	NA
"1849"	848	849	"Yes"	"15-Nov"	"14"	"No"	"With Traffic"	"B: Evident Injury"	"Travel Lane"	"Black"	"Female"	"Wilmington"	"New Hanover"	"No"	"Wednesday"	"10/22/2008 12:00:00 AM"	"Motorist Overtaking Bicyclist"	21	"Non-Intersection"	"October"	"21:00"	"Motorist Overtaking - Other /"	311239	2008	"B: Evident Injury"	"Residential"	NA	NA	NA	"36-40 mph"	"Injury"	NA	NA	NA	"No"	"Yes"	0	"Dark - Lighted Roadway"	"Urban (>70% Developed)"	NA	"2 lanes"	2	"Straight - Level"	"Local Street"	"Dry"	"Two-Way, Not Divided"	"None"	"No Special Feature"	"Coarse Asphalt"	"Coastal"	"Urban"	"20 - 25  MPH"	"No Control Present"	"Clear"	"No"	NA
"1850"	849	850	"Yes"	"40-49"	"46"	"No"	"With Traffic"	"C: Possible Injury"	"Travel Lane"	"White"	"Female"	"None - Rural Crash"	"Carteret"	"No"	"Thursday"	"11/13/2008 12:00:00 AM"	"Motorist Overtaking Bicyclist"	18	"Non-Intersection"	"November"	"18:26"	"Motorist Overtaking - Misjudged Space"	311232	2008	"C: Possible Injury"	"Farms, Woods, Pastures"	"25-29"	"26"	"No"	"51-55 mph"	"O: No Injury"	"White"	"Female"	"Pickup"	"No"	"No"	0	"Dark - Roadway Not Lighted"	"Rural (<30% Developed)"	NA	"4 lanes"	2	"Straight - Level"	"US Route"	"Wet"	"Two-Way, Divided, Unprotected Median"	"None"	"No Special Feature"	"Coarse Asphalt"	"Coastal"	"Rural"	"50 - 55  MPH"	"No Control Present"	"Cloudy"	"No"	NA
"1851"	850	851	"Yes"	"50-59"	"51"	"Yes"	"With Traffic"	"C: Possible Injury"	"Travel Lane"	"Black"	"Male"	"Lumberton"	"Robeson"	"Yes"	"Sunday"	"10/26/2008 12:00:00 AM"	"Motorist Overtaking Bicyclist"	19	"Non-Intersection"	"October"	"19:01"	"Motorist Overtaking - Undetected Bicyclist"	311231	2008	"C: Possible Injury"	"Farms, Woods, Pastures"	"50-59"	"54"	"No"	"36-40 mph"	"O: No Injury"	"Black"	"Male"	"Passenger Car"	"No"	"No"	0	"Dark -  Lighting"	"Urban (>70% Developed)"	NA	"2 lanes"	2	"Straight - Level"	"Local Street"	"Dry"	"Two-Way, Divided, Unprotected Median"	"None"	"No Special Feature"	"Smooth Asphalt"	"Coastal"	"Urban"	"40 - 45  MPH"	"No Control Present"	"Clear"	"No"	NA
"1852"	851	852	"Yes"	"25-29"	"27"	"No"	"With Traffic"	"C: Possible Injury"	"Travel Lane"	"White"	"Male"	"Wilmington"	"New Hanover"	"No"	"Sunday"	"10/26/2008 12:00:00 AM"	"Motorist Left Turn / Merge"	16	"Intersection"	"October"	"16:46"	"Motorist Left Turn - Opposite Direction"	111212	2008	"C: Possible Injury"	"Commercial"	"70+"	"70+"	"No"	"16-20 mph"	"O: No Injury"	"Black"	"Male"	"Passenger Car"	"No"	"No"	0	"Daylight"	"Urban (>70% Developed)"	NA	"2 lanes"	2	"Straight - Level"	"Local Street"	"Dry"	"Two-Way, Not Divided"	"None"	"No Special Feature"	"Smooth Asphalt"	"Coastal"	"Urban"	"20 - 25  MPH"	"Stop And Go Signal"	"Clear"	"No"	NA
"1853"	852	853	"Yes"	"60-69"	"60"	"No"	"With Traffic"	"B: Evident Injury"	"Travel Lane"	"Black"	"Male"	"Woodland"	"Northampton"	"No"	"Monday"	"10/27/2008 12:00:00 AM"	"Motorist Failed to Yield - Sign-Controlled Intersection"	8	"Intersection"	"October"	"8:30"	"Motorist Drive Out - Sign-Controlled Intersection"	111141	2008	"B: Evident Injury"	"Residential"	"40-49"	"42"	"No"	"0-5 mph"	"O: No Injury"	"Black"	"Male"	"Passenger Car"	"No"	"No"	0	"Daylight"	"Urban (>70% Developed)"	NA	"2 lanes"	2	"Straight - Level"	"US Route"	"Dry"	"Two-Way, Not Divided"	"None"	"T-Intersection"	"Smooth Asphalt"	"Coastal"	"Rural"	"20 - 25  MPH"	"Stop And Go Signal"	"Clear"	"No"	NA
"1854"	853	854	"No"	"20-24"	"20"	"No"	"Facing Traffic"	"C: Possible Injury"	"Sidewalk / Crosswalk / Driveway Crossing"	"White"	"Male"	"Mount Airy"	"Surry"	"No"	"Monday"	"10/27/2008 12:00:00 AM"	"Motorist Right Turn / Merge"	11	"Non-Intersection"	"October"	"11:40"	"Motorist Right Turn - Opposite Direction"	332214	2008	"C: Possible Injury"	"Commercial"	"60-69"	"60"	"No"	"0-5 mph"	"O: No Injury"	"White"	"Male"	"Pickup"	"No"	"No"	0	"Daylight"	"Urban (>70% Developed)"	NA	"2 lanes"	2	"Straight - Grade"	"NC Route"	"Dry"	"Two-Way, Not Divided"	"None"	"Driveway, Public"	"Smooth Asphalt"	"Mountains"	"Urban"	"30 - 35  MPH"	NA	"Clear"	"No"	NA
"1855"	854	855	"Yes"	"40-49"	"44"	"No"	"Facing Traffic"	"C: Possible Injury"	"Travel Lane"	"Black"	"Male"	"Fayetteville"	"Cumberland"	"No"	"Thursday"	"10/30/2008 12:00:00 AM"	"Crossing Paths - Other Circumstances"	17	"Intersection"	"October"	"17:06"	"Signalized Intersection - Other /"	112158	2008	"C: Possible Injury"	"Commercial"	"20-24"	"20"	"No"	"6-10 mph"	"O: No Injury"	"Black"	"Female"	"Passenger Car"	"No"	"No"	0	"Daylight"	"Urban (>70% Developed)"	NA	"6 lanes"	2	"Straight - Level"	"Local Street"	"Dry"	"Two-Way, Divided, Unprotected Median"	"None"	"T-Intersection"	"Coarse Asphalt"	"Coastal"	"Urban"	"20 - 25  MPH"	"Stop And Go Signal"	"Clear"	"No"	NA
"1856"	855	856	"Yes"	"25-29"	"29"	"Yes"	"With Traffic"	"C: Possible Injury"	"Travel Lane"	"White"	"Male"	"Beaufort"	"Carteret"	"Yes"	"Saturday"	"11/15/2008 12:00:00 AM"	"Motorist Overtaking Bicyclist"	22	"Non-Intersection"	"November"	"22:30"	"Motorist Overtaking - Misjudged Space"	311232	2008	"C: Possible Injury"	"Institutional"	NA	NA	NA	"31-35 mph"	"Injury"	NA	NA	"Pickup"	"No"	"Yes"	0	"Dark - Lighted Roadway"	"Urban (>70% Developed)"	NA	"2 lanes"	2	"Straight - Level"	"NC Route"	"Wet"	"Two-Way, Divided, Unprotected Median"	"None"	"No Special Feature"	"Smooth Asphalt"	"Coastal"	"Rural"	"30 - 35  MPH"	"No Control Present"	"Rain"	"No"	NA
"1857"	856	857	"No"	"60-69"	"63"	"No"	"With Traffic"	"A: Disabling Injury"	"Travel Lane"	"White"	"Male"	"Kannapolis"	"Cabarrus"	"No"	"Sunday"	"11/02/2008 12:00:00 AM"	"Motorist Overtaking Bicyclist"	13	"Non-Intersection"	"November"	"13:20"	"Motorist Overtaking - Other /"	311239	2008	"A: Disabling Injury"	"Commercial"	NA	NA	NA	"21-25 mph"	"Injury"	NA	NA	"Light Truck (Mini-Van, Panel)"	"No"	"Yes"	0	"Daylight"	"Urban (>70% Developed)"	NA	"3 lanes"	2	"Straight - Level"	"US Route"	"Dry"	"Two-Way, Divided, Unprotected Median"	"None"	"Related To Intersection"	"Smooth Asphalt"	"Piedmont"	"Urban"	"20 - 25  MPH"	"Stop And Go Signal"	"Clear"	"No"	NA
"1858"	857	858	"Yes"	"50-59"	"53"	"No"	"With Traffic"	"B: Evident Injury"	"Travel Lane"	"White"	"Male"	"None - Rural Crash"	"Montgomery"	"No"	"Friday"	"10/31/2008 12:00:00 AM"	"Motorist Overtaking Bicyclist"	19	"Non-Intersection"	"October"	"19:07"	"Motorist Overtaking - Undetected Bicyclist"	311231	2008	"B: Evident Injury"	"Farms, Woods, Pastures"	"40-49"	"46"	"No"	"51-55 mph"	"O: No Injury"	"White"	"Male"	"Sport Utility"	"No"	"No"	0	"Dark - Roadway Not Lighted"	"Rural (<30% Developed)"	NA	"2 lanes"	2	"Straight - Level"	"US Route"	"Dry"	"Two-Way, Not Divided"	"None"	"No Special Feature"	"Coarse Asphalt"	"Piedmont"	"Rural"	"50 - 55  MPH"	"Double Yellow Line, No Passing Zone"	"Clear"	"No"	NA
"1859"	858	859	"No"	"10-Jun"	"8"	"No"	"Not Applicable"	"Injury"	"Non-Roadway"	"Hispanic"	"Male"	"Andrews"	"Cherokee"	"No"	"Monday"	"10/27/2008 12:00:00 AM"	"Bicyclist Failed to Yield - Midblock"	16	"Non-Intersection"	"October"	"16:22"	"Bicyclist Ride Out - Commercial Driveway / Alley"	363312	2008	"O: No Injury"	"Residential"	"25-29"	"28"	"No"	"26-30 mph"	"O: No Injury"	"White"	"Female"	"Light Truck (Mini-Van, Panel)"	"No"	"No"	0	"Daylight"	"Urban (>70% Developed)"	NA	"2 lanes"	2	"Straight - Level"	"Local Street"	"Dry"	"Two-Way, Not Divided"	"None"	"No Special Feature"	"Smooth Asphalt"	"Mountains"	"Rural"	"30 - 35  MPH"	NA	"Clear"	"No"	NA
"1860"	859	860	"Yes"	"15-Nov"	"14"	"No"	"With Traffic"	"C: Possible Injury"	"Travel Lane"	"White"	"Male"	"Waynesville"	"Haywood"	"No"	"Thursday"	"10/02/2008 12:00:00 AM"	"Motorist Left Turn / Merge"	20	"Non-Intersection"	"October"	"20:10"	"Motorist Left Turn - Opposite Direction"	311212	2008	"C: Possible Injury"	"Commercial"	"40-49"	"46"	"No"	"21-25 mph"	"O: No Injury"	"White"	"Male"	"Passenger Car"	"No"	"No"	0	"Dark - Lighted Roadway"	"Urban (>70% Developed)"	NA	"2 lanes"	2	"Straight - Level"	"Local Street"	"Dry"	"One-Way, Not Divided"	"Other"	"Driveway, Public"	"Smooth Asphalt"	"Mountains"	"Urban"	"30 - 35  MPH"	"No Control Present"	"Clear"	"No"	NA
"1861"	860	861	"Yes"	"50-59"	"56"	"No"	"With Traffic"	"B: Evident Injury"	"Bike Lane / Paved Shoulder"	"White"	"Male"	"Greensboro"	"Guilford"	"No"	"Monday"	"10/13/2008 12:00:00 AM"	"Motorist Left Turn / Merge"	17	"Intersection"	"October"	"17:33"	"Motorist Left Turn - Opposite Direction"	121212	2008	"B: Evident Injury"	"Residential"	"40-49"	"46"	"No"	"6-10 mph"	"O: No Injury"	"Other"	"Male"	"Passenger Car"	"No"	"No"	0	"Daylight"	"Urban (>70% Developed)"	NA	"4 lanes"	2	"Straight - Level"	"Local Street"	"Dry"	"Two-Way, Not Divided"	"None"	"Four-Way Intersection"	"Smooth Asphalt"	"Piedmont"	"Urban"	"30 - 35  MPH"	"No Control Present"	"Clear"	"No"	NA
"1862"	861	862	"No"	"25-29"	"25"	"No"	"With Traffic"	"C: Possible Injury"	"Sidewalk / Crosswalk / Driveway Crossing"	"White"	"Male"	"Greensboro"	"Guilford"	"No"	"Sunday"	"10/12/2008 12:00:00 AM"	"Motorist Failed to Yield - Midblock"	16	"Non-Intersection"	"October"	"16:36"	"Motorist Drive Out - Commercial Driveway / Alley"	331322	2008	"C: Possible Injury"	"Commercial"	"30-39"	"33"	"No"	"0-5 mph"	"O: No Injury"	"Black"	"Female"	"Sport Utility"	"No"	"No"	0	"Daylight"	"Urban (>70% Developed)"	NA	"5 lanes"	2	"Straight - Level"	"Local Street"	"Dry"	"Two-Way, Not Divided"	"None"	"No Special Feature"	"Smooth Asphalt"	"Piedmont"	"Urban"	"30 - 35  MPH"	"No Control Present"	"Clear"	"No"	NA
"1863"	862	863	"Yes"	"25-29"	"27"	"No"	"Not Applicable"	"C: Possible Injury"	"Non-Roadway"	"Black"	"Male"	"Rocky Mount"	"Nash"	"No"	"Saturday"	"10/11/2008 12:00:00 AM"	"Other / Unusual Circumstances"	13	"Non-Intersection"	"October"	"13:46"	"Motorist Intentionally Caused"	363510	2008	"C: Possible Injury"	"Commercial"	"30-39"	"32"	"No"	"6-10 mph"	"O: No Injury"	"Black"	"Male"	"Passenger Car"	"No"	"No"	0	"Daylight"	"Urban (>70% Developed)"	NA	"2 lanes"	2	"Straight - Level"	"Local Street"	"Dry"	"Two-Way, Not Divided"	"None"	"No Special Feature"	"Smooth Asphalt"	"Coastal"	"Urban"	"30 - 35  MPH"	"No Control Present"	"Clear"	"No"	NA
"1864"	863	864	"Yes"	"16-19"	"17"	"No"	"Not Applicable"	"K: Killed"	"Non-Roadway"	"White"	"Male"	"None - Rural Crash"	"Iredell"	"No"	"Monday"	"10/27/2008 12:00:00 AM"	"Bicyclist Failed to Yield - Midblock"	18	"Non-Intersection"	"October"	"18:10"	"Bicyclist Ride Out - Midblock -"	363319	2008	"K: Killed"	"Residential"	"60-69"	"62"	"No"	"46-50 mph"	"B: Evident Injury"	"White"	"Female"	"Passenger Car"	"No"	"No"	0	"Dusk"	"Rural (<30% Developed)"	NA	"2 lanes"	2	"Straight - Level"	"State Secondary Route"	"Dry"	"Two-Way, Not Divided"	"None"	"T-Intersection"	"Smooth Asphalt"	"Piedmont"	"Rural"	"50 - 55  MPH"	"Stop Sign"	"Clear"	"No"	NA
"1865"	864	865	"No"	"20-24"	"23"	"No"	"Facing Traffic"	"C: Possible Injury"	"Travel Lane"	"Black"	"Male"	"Rocky Mount"	"Edgecombe"	"No"	"Thursday"	"10/02/2008 12:00:00 AM"	"Motorist Failed to Yield - Sign-Controlled Intersection"	20	"Intersection"	"October"	"20:06"	"Motorist Drive Out - Sign-Controlled Intersection"	112141	2008	"C: Possible Injury"	"Residential"	NA	NA	NA	"0-5 mph"	"Injury"	NA	NA	NA	"No"	"Yes"	0	"Dark - Lighted Roadway"	"Urban (>70% Developed)"	NA	"2 lanes"	2	"Straight - Level"	"Local Street"	"Dry"	"Two-Way, Not Divided"	"None"	"Four-Way Intersection"	"Smooth Asphalt"	"Coastal"	"Urban"	"30 - 35  MPH"	"Flashing Signal With Stop Sign"	"Clear"	"No"	NA
"1866"	865	866	"No"	"40-49"	"41"	"No"	"With Traffic"	"O: No Injury"	"Travel Lane"	"White"	"Male"	"Durham"	"Durham"	"No"	"Monday"	"11/03/2008 12:00:00 AM"	"Motorist Failed to Yield - Midblock"	18	"Non-Intersection"	"November"	"18:06"	"Motorist Drive Out - Commercial Driveway / Alley"	311322	2008	"O: No Injury"	"Commercial"	"25-29"	"28"	"No"	"0-5 mph"	"O: No Injury"	"White"	"Male"	"Passenger Car"	"No"	"No"	0	"Dark - Roadway Not Lighted"	"Urban (>70% Developed)"	NA	"2 lanes"	2	"Straight - Level"	"Local Street"	"Dry"	"Two-Way, Not Divided"	"None"	"Driveway, Private"	"Smooth Asphalt"	"Piedmont"	"Urban"	"30 - 35  MPH"	"No Control Present"	"Clear"	"No"	NA
"1867"	866	867	"Yes"	"60-69"	"64"	"Yes"	"Facing Traffic"	"B: Evident Injury"	"Travel Lane"	"Black"	"Male"	"None - Rural Crash"	"Hoke"	"Yes"	"Thursday"	"11/20/2008 12:00:00 AM"	"Head-On"	20	"Non-Intersection"	"November"	"20:25"	"Head-On - Bicyclist"	312250	2008	"B: Evident Injury"	"Farms, Woods, Pastures"	NA	NA	"No"	"51-55 mph"	"Injury"	NA	NA	NA	"No"	"Yes"	0	"Dark - Roadway Not Lighted"	"Rural (<30% Developed)"	NA	"2 lanes"	2	"Straight - Grade"	"NC Route"	"Dry"	"Two-Way, Not Divided"	"None"	"No Special Feature"	"Smooth Asphalt"	"Coastal"	"Rural"	"50 - 55  MPH"	"No Control Present"	"Clear"	"No"	NA
"1868"	867	868	"Yes"	"20-24"	"24"	"No"	"Not Applicable"	"B: Evident Injury"	"Sidewalk / Crosswalk / Driveway Crossing"	"Black"	"Male"	"Raleigh"	"Wake"	"No"	"Friday"	"10/03/2008 12:00:00 AM"	"Bicyclist Failed to Yield - Signalized Intersection"	22	"Intersection-Related"	"October"	"22:42"	"Bicyclist Failed to Clear - Trapped"	233156	2008	"B: Evident Injury"	"Residential"	"50-59"	"56"	"No"	"0-5 mph"	"O: No Injury"	"White"	"Male"	"Passenger Car"	"No"	"No"	0	"Dark - Lighted Roadway"	"Mixed (30% To 70% Developed)"	NA	"5 lanes"	2	"Straight - Level"	"Local Street"	"Dry"	"Two-Way, Divided, Unprotected Median"	"None"	"No Special Feature"	"Coarse Asphalt"	"Piedmont"	"Urban"	"40 - 45  MPH"	"No Control Present"	"Clear"	"No"	NA
